Date,Visitor/Neutral,PTS,Home/Neutral,,Visitor_PTS,Home_PTS,Month,Season,Recent Wins (Home),Recent Losses (Home),Recent Win % (Home),Recent Wins (Visitor),Recent Losses (Visitor),Recent Win % (Visitor),Matchup Wins (Home),Matchup Wins (Visitor),Total Matchups,DSLG (Visitor),DSLG (Home),Wins (Home),Losses (Home),Wins (Visitor),Losses (Visitor)
Sun Dec 27 2020,Golden State Warriors,128,Chicago Bulls,,129,128,december,2020-2021,0,2,0.0,2,0,100.0,0,2,2,2.0,1.0,0,2,0,2
Sun Dec 27 2020,Phoenix Suns,100,Sacramento Kings,,116,100,december,2020-2021,1,1,50.0,1,1,50.0,1,2,3,1.0,1.0,2,0,1,1
Sun Dec 27 2020,Minnesota Timberwolves,127,Los Angeles Lakers,,91,127,december,2020-2021,0,2,0.0,1,1,50.0,3,0,3,1.0,2.0,1,1,2,0
Mon Dec 28 2020,Memphis Grizzlies,111,Brooklyn Nets,OT,116,111,december,2020-2021,2,1,66.7,0,2,0.0,0,2,2,2.0,1.0,2,1,0,2
Mon Dec 28 2020,Detroit Pistons,128,Atlanta Hawks,,120,128,december,2020-2021,2,0,100.0,1,1,50.0,2,1,3,2.0,2.0,2,0,0,2
Mon Dec 28 2020,Utah Jazz,109,Oklahoma City Thunder,,110,109,december,2020-2021,1,0,100.0,1,1,50.0,0,2,2,2.0,2.0,1,0,1,1
Mon Dec 28 2020,Houston Rockets,124,Denver Nuggets,,111,124,december,2020-2021,0,2,0.0,1,0,100.0,3,0,3,2.0,3.0,0,2,0,1
Mon Dec 28 2020,Portland Trail Blazers,107,Los Angeles Lakers,,115,107,december,2020-2021,0,3,0.0,0,2,0.0,1,1,2,2.0,1.0,2,1,1,1
Tue Dec 29 2020,New York Knicks,86,Cleveland Cavaliers,,95,86,december,2020-2021,1,2,33.3,1,2,33.3,1,2,3,2.0,2.0,3,0,1,2
Tue Dec 29 2020,Golden State Warriors,106,Detroit Pistons,,116,106,december,2020-2021,2,1,66.7,3,0,100.0,0,2,2,2.0,1.0,0,3,1,2
Tue Dec 29 2020,Boston Celtics,111,Indiana Pacers,,116,111,december,2020-2021,1,2,33.3,1,2,33.3,1,2,3,2.0,2.0,3,0,1,2
Tue Dec 29 2020,Chicago Bulls,107,Washington Wizards,,115,107,december,2020-2021,1,2,33.3,0,3,0.0,1,2,3,2.0,2.0,0,3,0,3
Tue Dec 29 2020,Toronto Raptors,100,Philadelphia 76ers,,93,100,december,2020-2021,2,1,66.7,1,1,50.0,2,1,3,3.0,2.0,2,1,0,2
Tue Dec 29 2020,Milwaukee Bucks,97,Miami Heat,,144,97,december,2020-2021,1,1,50.0,2,1,66.7,1,1,2,2.0,4.0,1,1,1,2
Tue Dec 29 2020,Orlando Magic,107,Oklahoma City Thunder,,118,107,december,2020-2021,1,1,50.0,2,1,66.7,1,1,2,2.0,1.0,1,1,3,0
Tue Dec 29 2020,New Orleans Pelicans,111,Phoenix Suns,,86,111,december,2020-2021,2,1,66.7,2,1,66.7,2,1,3,2.0,2.0,2,1,2,1
Tue Dec 29 2020,Denver Nuggets,125,Sacramento Kings,,115,125,december,2020-2021,1,2,33.3,0,3,0.0,3,0,3,1.0,2.0,2,1,1,2
Tue Dec 29 2020,Minnesota Timberwolves,124,Los Angeles Clippers,,101,124,december,2020-2021,2,1,66.7,2,1,66.7,3,0,3,2.0,2.0,2,1,2,1
Wed Dec 30 2020,Milwaukee Bucks,119,Miami Heat,,108,119,december,2020-2021,1,2,33.3,3,1,75.0,1,1,2,1.0,1.0,1,2,2,2
Wed Dec 30 2020,Atlanta Hawks,145,Brooklyn Nets,,141,145,december,2020-2021,2,2,50.0,2,1,66.7,2,1,3,2.0,2.0,2,2,3,0
Wed Dec 30 2020,Memphis Grizzlies,126,Boston Celtics,,107,126,december,2020-2021,2,2,50.0,1,2,33.3,1,1,2,2.0,1.0,2,2,1,2
Wed Dec 30 2020,Charlotte Hornets,99,Dallas Mavericks,,118,99,december,2020-2021,3,0,100.0,1,2,33.3,1,1,2,3.0,3.0,1,2,1,2
Wed Dec 30 2020,Los Angeles Lakers,107,San Antonio Spurs,,121,107,december,2020-2021,2,1,66.7,0,4,0.0,1,2,3,2.0,3.0,2,1,2,2
Wed Dec 30 2020,Portland Trail Blazers,128,Los Angeles Clippers,,105,128,december,2020-2021,2,2,50.0,1,2,33.3,3,0,3,2.0,1.0,3,1,2,1
Thu Dec 31 2020,Cleveland Cavaliers,119,Indiana Pacers,,99,119,december,2020-2021,1,3,25.0,1,3,25.0,2,0,2,2.0,2.0,3,1,3,1
Thu Dec 31 2020,Chicago Bulls,130,Washington Wizards,,133,130,december,2020-2021,1,3,25.0,1,3,25.0,1,2,3,2.0,2.0,0,4,1,3
Thu Dec 31 2020,Philadelphia 76ers,92,Orlando Magic,,116,92,december,2020-2021,3,1,75.0,2,2,50.0,0,1,1,2.0,2.0,4,0,3,1
Thu Dec 31 2020,Sacramento Kings,122,Houston Rockets,,119,122,december,2020-2021,2,0,100.0,1,3,25.0,2,1,3,2.0,3.0,0,2,3,1
Thu Dec 31 2020,New York Knicks,100,Toronto Raptors,,83,100,december,2020-2021,2,1,66.7,2,2,50.0,1,2,3,2.0,2.0,0,3,2,2
Thu Dec 31 2020,New Orleans Pelicans,80,Oklahoma City Thunder,,113,80,december,2020-2021,1,2,33.3,3,1,75.0,1,2,3,2.0,2.0,1,2,2,2
Thu Dec 31 2020,Phoenix Suns,95,Utah Jazz,,106,95,december,2020-2021,2,1,66.7,2,2,50.0,0,3,3,2.0,3.0,2,1,3,1
Fri Jan 1 2021,Memphis Grizzlies,93,Charlotte Hornets,,108,93,january,2020-2021,2,2,50.0,2,2,50.0,0,2,2,2.0,2.0,2,2,1,3
Fri Jan 1 2021,Miami Heat,93,Dallas Mavericks,,83,93,january,2020-2021,3,1,75.0,1,3,25.0,1,0,1,2.0,2.0,1,3,2,2
Fri Jan 1 2021,Boston Celtics,96,Detroit Pistons,,93,96,january,2020-2021,2,2,50.0,2,3,40.0,2,1,3,2.0,3.0,0,4,3,2
Fri Jan 1 2021,Atlanta Hawks,96,Brooklyn Nets,,114,96,january,2020-2021,2,3,40.0,3,1,75.0,2,1,3,2.0,2.0,3,2,3,1
Fri Jan 1 2021,Chicago Bulls,126,Milwaukee Bucks,,96,126,january,2020-2021,4,1,80.0,2,3,40.0,2,0,2,1.0,2.0,2,3,2,3
Fri Jan 1 2021,Washington Wizards,109,Minnesota Timberwolves,,130,109,january,2020-2021,3,1,75.0,1,4,20.0,0,2,2,1.0,3.0,2,2,0,5
Fri Jan 1 2021,Los Angeles Lakers,103,San Antonio Spurs,,109,103,january,2020-2021,2,2,50.0,1,4,20.0,1,2,3,2.0,2.0,2,2,3,2
Fri Jan 1 2021,Phoenix Suns,103,Denver Nuggets,,106,103,january,2020-2021,1,3,25.0,3,2,60.0,2,1,3,1.0,3.0,1,3,4,1
Fri Jan 1 2021,Los Angeles Clippers,106,Utah Jazz,,100,106,january,2020-2021,2,2,50.0,2,3,40.0,2,1,3,2.0,1.0,2,2,4,1
Fri Jan 1 2021,Portland Trail Blazers,98,Golden State Warriors,,123,98,january,2020-2021,4,0,100.0,2,2,50.0,1,2,3,2.0,3.0,2,2,2,2
Sat Jan 2 2021,Sacramento Kings,102,Houston Rockets,,94,102,january,2020-2021,2,1,66.7,2,3,40.0,2,1,3,2.0,2.0,1,2,3,2
Sat Jan 2 2021,New York Knicks,102,Indiana Pacers,,106,102,january,2020-2021,1,4,20.0,3,2,60.0,1,2,3,2.0,2.0,4,1,2,3
Sat Jan 2 2021,Oklahoma City Thunder,99,Orlando Magic,,108,99,january,2020-2021,3,2,60.0,1,3,25.0,1,1,2,2.0,2.0,4,1,1,3
Sat Jan 2 2021,Charlotte Hornets,127,Philadelphia 76ers,,112,127,january,2020-2021,3,2,60.0,2,3,40.0,3,0,3,1.0,2.0,4,1,2,3
Sat Jan 2 2021,Cleveland Cavaliers,91,Atlanta Hawks,,96,91,january,2020-2021,4,1,80.0,2,3,40.0,1,2,3,2.0,1.0,4,1,3,2
Sat Jan 2 2021,Toronto Raptors,120,New Orleans Pelicans,,116,120,january,2020-2021,4,1,80.0,2,2,50.0,2,0,2,2.0,2.0,3,2,1,3
Sun Jan 3 2021,Boston Celtics,120,Detroit Pistons,,122,120,january,2020-2021,2,3,40.0,3,2,60.0,2,1,3,2.0,2.0,1,4,3,3
Sun Jan 3 2021,Washington Wizards,122,Brooklyn Nets,,123,122,january,2020-2021,2,3,40.0,1,4,20.0,1,2,3,2.0,2.0,3,3,1,5
Sun Jan 3 2021,Los Angeles Lakers,94,Memphis Grizzlies,,108,94,january,2020-2021,3,2,60.0,2,3,40.0,0,3,3,2.0,2.0,2,3,4,2
Sun Jan 3 2021,Denver Nuggets,109,Minnesota Timberwolves,,124,109,january,2020-2021,3,2,60.0,1,4,20.0,0,2,2,2.0,2.0,2,3,1,4
Sun Jan 3 2021,Utah Jazz,109,San Antonio Spurs,,130,109,january,2020-2021,2,3,40.0,2,3,40.0,0,1,1,2.0,2.0,2,3,3,2
Sun Jan 3 2021,Dallas Mavericks,118,Chicago Bulls,,108,118,january,2020-2021,3,2,60.0,3,2,60.0,2,0,2,2.0,2.0,2,4,2,3
Sun Jan 3 2021,Los Angeles Clippers,107,Phoenix Suns,,112,107,january,2020-2021,4,1,80.0,2,3,40.0,1,2,3,2.0,2.0,5,1,4,2
Sun Jan 3 2021,Portland Trail Blazers,137,Golden State Warriors,,122,137,january,2020-2021,4,1,80.0,3,2,60.0,1,2,3,2.0,2.0,2,3,3,2
Mon Jan 4 2021,Cleveland Cavaliers,103,Orlando Magic,,83,103,january,2020-2021,3,2,60.0,3,2,60.0,3,0,3,2.0,2.0,4,2,4,2
Mon Jan 4 2021,Charlotte Hornets,118,Philadelphia 76ers,,101,118,january,2020-2021,3,2,60.0,2,3,40.0,3,0,3,2.0,2.0,5,1,2,4
Mon Jan 4 2021,New York Knicks,108,Atlanta Hawks,,113,108,january,2020-2021,3,2,60.0,3,2,60.0,0,3,3,2.0,2.0,4,2,3,3
Mon Jan 4 2021,Oklahoma City Thunder,118,Miami Heat,,90,118,january,2020-2021,2,3,40.0,2,3,40.0,2,0,2,2.0,3.0,2,3,2,3
Mon Jan 4 2021,Boston Celtics,114,Toronto Raptors,,126,114,january,2020-2021,3,2,60.0,4,1,80.0,0,3,3,1.0,2.0,1,4,4,3
Mon Jan 4 2021,Dallas Mavericks,100,Houston Rockets,,113,100,january,2020-2021,2,2,50.0,3,2,60.0,2,1,3,1.0,2.0,2,2,2,4
Mon Jan 4 2021,Detroit Pistons,125,Milwaukee Bucks,,115,125,january,2020-2021,3,2,60.0,1,4,20.0,3,0,3,1.0,3.0,3,3,1,5
Mon Jan 4 2021,Indiana Pacers,116,New Orleans Pelicans,OT,118,116,january,2020-2021,3,2,60.0,1,4,20.0,1,1,2,2.0,2.0,4,2,4,2
Mon Jan 4 2021,Sacramento Kings,137,Golden State Warriors,,106,137,january,2020-2021,3,2,60.0,2,3,40.0,2,1,3,2.0,1.0,3,3,3,3
Tue Jan 5 2021,Utah Jazz,130,Brooklyn Nets,,96,130,january,2020-2021,1,4,20.0,2,3,40.0,1,1,2,2.0,2.0,3,4,4,2
Tue Jan 5 2021,Los Angeles Lakers,92,Memphis Grizzlies,,94,92,january,2020-2021,3,2,60.0,3,2,60.0,0,3,3,2.0,2.0,2,4,5,2
Tue Jan 5 2021,Minnesota Timberwolves,123,Denver Nuggets,,116,123,january,2020-2021,2,3,40.0,3,2,60.0,2,0,2,2.0,2.0,2,4,2,4
Tue Jan 5 2021,San Antonio Spurs,113,Los Angeles Clippers,,116,113,january,2020-2021,2,3,40.0,1,4,20.0,2,1,3,2.0,2.0,5,2,2,4
Tue Jan 5 2021,Chicago Bulls,108,Portland Trail Blazers,,111,108,january,2020-2021,4,1,80.0,3,2,60.0,1,1,2,2.0,2.0,3,3,3,4
Wed Jan 6 2021,Houston Rockets,114,Indiana Pacers,,107,114,january,2020-2021,1,4,20.0,2,3,40.0,2,0,2,2.0,2.0,5,2,2,3
Wed Jan 6 2021,Cleveland Cavaliers,105,Orlando Magic,,94,105,january,2020-2021,2,3,40.0,3,2,60.0,3,0,3,2.0,2.0,5,2,4,3
Wed Jan 6 2021,Washington Wizards,141,Philadelphia 76ers,,136,141,january,2020-2021,2,3,40.0,2,3,40.0,3,0,3,3.0,2.0,6,1,2,5
Wed Jan 6 2021,Charlotte Hornets,94,Atlanta Hawks,,102,94,january,2020-2021,2,3,40.0,3,2,60.0,1,2,3,2.0,2.0,4,3,2,5
Wed Jan 6 2021,Boston Celtics,105,Miami Heat,,107,105,january,2020-2021,1,4,20.0,4,1,80.0,0,1,1,2.0,2.0,3,3,5,3
Wed Jan 6 2021,Utah Jazz,112,New York Knicks,,100,112,january,2020-2021,4,1,80.0,3,2,60.0,1,1,2,1.0,2.0,4,3,4,3
Wed Jan 6 2021,Detroit Pistons,130,Milwaukee Bucks,,115,130,january,2020-2021,3,2,60.0,2,3,40.0,3,0,3,2.0,2.0,4,3,1,6
Wed Jan 6 2021,Oklahoma City Thunder,110,New Orleans Pelicans,,111,110,january,2020-2021,2,3,40.0,2,3,40.0,2,1,3,2.0,2.0,4,3,2,4
Wed Jan 6 2021,Toronto Raptors,123,Phoenix Suns,,115,123,january,2020-2021,3,2,60.0,3,2,60.0,2,0,2,2.0,3.0,5,2,1,5
Wed Jan 6 2021,Los Angeles Clippers,101,Golden State Warriors,,108,101,january,2020-2021,2,3,40.0,2,3,40.0,1,2,3,1.0,2.0,4,3,5,3
Wed Jan 6 2021,Chicago Bulls,128,Sacramento Kings,,124,128,january,2020-2021,3,2,60.0,4,1,80.0,1,1,2,1.0,2.0,3,4,4,4
Thu Jan 7 2021,Philadelphia 76ers,122,Brooklyn Nets,,109,122,january,2020-2021,0,5,0.0,1,4,20.0,1,2,3,1.0,2.0,4,4,7,1
Thu Jan 7 2021,Cleveland Cavaliers,90,Memphis Grizzlies,,94,90,january,2020-2021,3,2,60.0,4,1,80.0,1,1,2,1.0,2.0,2,5,4,4
Thu Jan 7 2021,Dallas Mavericks,117,Denver Nuggets,OT,124,117,january,2020-2021,2,3,40.0,3,2,60.0,1,2,3,3.0,2.0,3,4,3,4
Thu Jan 7 2021,San Antonio Spurs,109,Los Angeles Lakers,,118,109,january,2020-2021,4,1,80.0,2,3,40.0,2,1,3,2.0,2.0,6,2,3,4
Thu Jan 7 2021,Minnesota Timberwolves,135,Portland Trail Blazers,,117,135,january,2020-2021,4,1,80.0,3,2,60.0,2,1,3,2.0,2.0,3,4,2,5
Fri Jan 8 2021,Phoenix Suns,110,Detroit Pistons,OT,105,110,january,2020-2021,2,3,40.0,2,3,40.0,1,1,2,2.0,2.0,1,7,6,2
Fri Jan 8 2021,Washington Wizards,116,Boston Celtics,,107,116,january,2020-2021,4,1,80.0,3,2,60.0,2,1,3,2.0,2.0,6,3,2,6
Fri Jan 8 2021,Charlotte Hornets,110,New Orleans Pelicans,,118,110,january,2020-2021,2,3,40.0,4,1,80.0,0,1,1,2.0,2.0,4,4,3,5
Fri Jan 8 2021,Oklahoma City Thunder,89,New York Knicks,,101,89,january,2020-2021,4,1,80.0,3,2,60.0,1,1,2,2.0,2.0,5,3,3,4
Fri Jan 8 2021,Orlando Magic,132,Houston Rockets,,90,132,january,2020-2021,2,3,40.0,1,4,20.0,2,0,2,2.0,2.0,2,4,6,2
Fri Jan 8 2021,Brooklyn Nets,115,Memphis Grizzlies,,110,115,january,2020-2021,2,3,40.0,0,5,0.0,2,0,2,1.0,1.0,2,6,5,4
Fri Jan 8 2021,Utah Jazz,118,Milwaukee Bucks,,131,118,january,2020-2021,2,3,40.0,3,2,60.0,0,2,2,2.0,2.0,5,3,4,4
Fri Jan 8 2021,Los Angeles Clippers,115,Golden State Warriors,,105,115,january,2020-2021,1,4,20.0,3,2,60.0,1,2,3,2.0,2.0,4,4,6,3
Fri Jan 8 2021,Chicago Bulls,117,Los Angeles Lakers,,115,117,january,2020-2021,4,1,80.0,4,1,80.0,2,0,2,2.0,1.0,6,3,4,5
Fri Jan 8 2021,Toronto Raptors,123,Sacramento Kings,,144,123,january,2020-2021,3,2,60.0,3,2,60.0,1,1,2,2.0,2.0,4,4,1,6
Sat Jan 9 2021,Denver Nuggets,103,Philadelphia 76ers,,115,103,january,2020-2021,2,3,40.0,2,3,40.0,0,2,2,2.0,2.0,7,2,3,5
Sat Jan 9 2021,Atlanta Hawks,113,Charlotte Hornets,,105,113,january,2020-2021,4,1,80.0,2,3,40.0,2,1,3,3.0,1.0,4,5,4,4
Sat Jan 9 2021,Phoenix Suns,117,Indiana Pacers,,125,117,january,2020-2021,1,4,20.0,3,2,60.0,1,1,2,1.0,3.0,6,2,6,3
Sat Jan 9 2021,Miami Heat,124,Washington Wizards,,128,124,january,2020-2021,4,1,80.0,1,4,20.0,1,2,3,3.0,1.0,2,7,3,4
Sat Jan 9 2021,Cleveland Cavaliers,100,Milwaukee Bucks,,90,100,january,2020-2021,1,4,20.0,5,0,100.0,3,0,3,2.0,1.0,5,4,5,4
Sat Jan 9 2021,San Antonio Spurs,122,Minnesota Timberwolves,OT,125,122,january,2020-2021,3,2,60.0,2,3,40.0,1,2,3,2.0,2.0,2,6,4,4
Sat Jan 9 2021,Orlando Magic,112,Dallas Mavericks,,98,112,january,2020-2021,3,2,60.0,1,4,20.0,2,0,2,1.0,2.0,4,4,6,3
Sat Jan 9 2021,Portland Trail Blazers,99,Sacramento Kings,,125,99,january,2020-2021,3,2,60.0,3,2,60.0,0,3,3,2.0,1.0,4,5,4,4
Sun Jan 10 2021,Utah Jazz,86,Detroit Pistons,,96,86,january,2020-2021,2,3,40.0,4,1,80.0,0,2,2,2.0,2.0,2,7,5,4
Sun Jan 10 2021,Chicago Bulls,130,Los Angeles Clippers,,127,130,january,2020-2021,4,1,80.0,4,1,80.0,2,0,2,2.0,2.0,6,4,4,6
Sun Jan 10 2021,Oklahoma City Thunder,116,Brooklyn Nets,,129,116,january,2020-2021,1,4,20.0,4,1,80.0,1,1,2,2.0,2.0,5,5,4,4
Sun Jan 10 2021,Denver Nuggets,89,New York Knicks,,114,89,january,2020-2021,3,2,60.0,2,3,40.0,0,1,1,1.0,2.0,5,4,4,5
Sun Jan 10 2021,Los Angeles Lakers,102,Houston Rockets,,120,102,january,2020-2021,1,4,20.0,3,2,60.0,0,2,2,2.0,2.0,3,4,7,3
Sun Jan 10 2021,San Antonio Spurs,96,Minnesota Timberwolves,,88,96,january,2020-2021,2,3,40.0,3,2,60.0,1,2,3,1.0,1.0,2,7,5,4
Sun Jan 10 2021,Toronto Raptors,106,Golden State Warriors,,105,106,january,2020-2021,0,5,0.0,3,2,60.0,1,1,2,2.0,2.0,5,4,2,6
Mon Jan 11 2021,New York Knicks,109,Charlotte Hornets,,88,109,january,2020-2021,4,1,80.0,2,3,40.0,1,1,2,1.0,2.0,5,5,5,5
Mon Jan 11 2021,Memphis Grizzlies,91,Cleveland Cavaliers,,101,91,january,2020-2021,5,0,100.0,1,4,20.0,1,1,2,3.0,2.0,5,5,3,6
Mon Jan 11 2021,Milwaukee Bucks,99,Orlando Magic,,121,99,january,2020-2021,2,3,40.0,0,5,0.0,0,2,2,2.0,2.0,6,4,6,4
Mon Jan 11 2021,Phoenix Suns,128,Washington Wizards,,107,128,january,2020-2021,4,1,80.0,3,2,60.0,1,1,2,2.0,2.0,2,8,7,3
Mon Jan 11 2021,Philadelphia 76ers,112,Atlanta Hawks,,94,112,january,2020-2021,2,3,40.0,1,4,20.0,1,2,3,2.0,2.0,4,5,7,3
Mon Jan 11 2021,Toronto Raptors,112,Portland Trail Blazers,,111,112,january,2020-2021,3,2,60.0,4,1,80.0,2,0,2,1.0,2.0,5,4,2,7
Mon Jan 11 2021,Indiana Pacers,127,Sacramento Kings,,122,127,january,2020-2021,2,3,40.0,1,4,20.0,1,0,1,2.0,2.0,4,6,6,3
Tue Jan 12 2021,Miami Heat,137,Philadelphia 76ers,OT,134,137,january,2020-2021,2,3,40.0,2,3,40.0,2,0,2,3.0,1.0,7,4,4,4
Tue Jan 12 2021,Denver Nuggets,122,Brooklyn Nets,,116,122,january,2020-2021,1,4,20.0,3,2,60.0,1,0,1,2.0,2.0,5,6,5,5
Tue Jan 12 2021,Utah Jazz,87,Cleveland Cavaliers,,117,87,january,2020-2021,4,1,80.0,5,0,100.0,0,2,2,2.0,1.0,5,6,6,4
Tue Jan 12 2021,Los Angeles Lakers,100,Houston Rockets,,117,100,january,2020-2021,1,4,20.0,3,2,60.0,0,2,2,2.0,2.0,3,5,8,3
Tue Jan 12 2021,San Antonio Spurs,102,Oklahoma City Thunder,,112,102,january,2020-2021,5,0,100.0,4,1,80.0,2,1,3,2.0,2.0,5,4,5,5
Tue Jan 12 2021,Indiana Pacers,95,Golden State Warriors,,104,95,january,2020-2021,0,5,0.0,2,3,40.0,1,1,2,1.0,2.0,6,4,6,4
Wed Jan 13 2021,Dallas Mavericks,93,Charlotte Hornets,,104,93,january,2020-2021,3,2,60.0,3,2,60.0,1,1,2,4.0,2.0,6,5,5,4
Wed Jan 13 2021,Milwaukee Bucks,101,Detroit Pistons,,110,101,january,2020-2021,2,3,40.0,1,4,20.0,0,3,3,2.0,3.0,2,8,7,4
Wed Jan 13 2021,Brooklyn Nets,109,New York Knicks,,116,109,january,2020-2021,2,3,40.0,1,4,20.0,0,3,3,1.0,2.0,5,6,6,6
