Date,Visitor/Neutral,PTS,Home/Neutral,,Visitor_PTS,Home_PTS,Month,Season,Recent Wins (Home),Recent Losses (Home),Recent Win % (Home),Recent Wins (Visitor),Recent Losses (Visitor),Recent Win % (Visitor),Matchup Wins (Home),Matchup Wins (Visitor),Total Matchups,DSLG (Visitor),DSLG (Home),Wins (Home),Losses (Home),Wins (Visitor),Losses (Visitor)
Wed Oct 20 2021,Oklahoma City Thunder,107,Utah Jazz,,86,107,october,2021-2022,4,1,80.0,3,2,60.0,4,0,4,174.0,173.0,45,18,21,42
Wed Oct 20 2021,Sacramento Kings,121,Portland Trail Blazers,,124,121,october,2021-2022,3,2,60.0,2,3,40.0,1,2,3,173.0,173.0,35,28,26,37
Wed Oct 20 2021,Denver Nuggets,98,Phoenix Suns,,110,98,october,2021-2022,3,2,60.0,1,4,20.0,2,1,3,174.0,173.0,45,18,42,21
Thu Oct 21 2021,Dallas Mavericks,113,Atlanta Hawks,,87,113,october,2021-2022,3,2,60.0,3,2,60.0,1,1,2,175.0,174.0,34,30,35,27
Thu Oct 21 2021,Milwaukee Bucks,137,Miami Heat,,95,137,october,2021-2022,2,3,40.0,4,1,80.0,2,2,4,2.0,176.0,33,30,40,24
Thu Oct 21 2021,Los Angeles Clippers,115,Golden State Warriors,,113,115,october,2021-2022,2,3,40.0,4,1,80.0,3,1,4,176.0,2.0,32,32,43,21
Fri Oct 22 2021,New York Knicks,96,Orlando Magic,,121,96,october,2021-2022,3,2,60.0,0,5,0.0,2,2,4,2.0,2.0,19,45,36,28
Fri Oct 22 2021,Indiana Pacers,135,Washington Wizards,OT,134,135,october,2021-2022,2,3,40.0,2,3,40.0,2,2,4,2.0,2.0,30,34,29,34
Fri Oct 22 2021,Charlotte Hornets,112,Cleveland Cavaliers,,123,112,october,2021-2022,3,2,60.0,1,4,20.0,2,2,4,2.0,2.0,21,43,31,32
Fri Oct 22 2021,Toronto Raptors,83,Boston Celtics,,115,83,october,2021-2022,2,3,40.0,2,3,40.0,2,2,4,2.0,2.0,34,31,26,38
Fri Oct 22 2021,Brooklyn Nets,109,Philadelphia 76ers,,114,109,october,2021-2022,2,3,40.0,3,2,60.0,1,3,4,3.0,2.0,43,21,43,22
Fri Oct 22 2021,Oklahoma City Thunder,124,Houston Rockets,,91,124,october,2021-2022,2,3,40.0,3,2,60.0,3,1,4,2.0,2.0,16,48,21,43
Fri Oct 22 2021,New Orleans Pelicans,128,Chicago Bulls,,112,128,october,2021-2022,4,1,80.0,2,3,40.0,1,1,2,2.0,2.0,27,37,28,36
Fri Oct 22 2021,San Antonio Spurs,102,Denver Nuggets,,96,102,october,2021-2022,1,4,20.0,4,1,80.0,2,2,4,2.0,2.0,43,21,32,31
Fri Oct 22 2021,Phoenix Suns,105,Los Angeles Lakers,,115,105,october,2021-2022,3,2,60.0,2,3,40.0,0,4,4,2.0,3.0,36,28,45,19
Fri Oct 22 2021,Utah Jazz,101,Sacramento Kings,,110,101,october,2021-2022,3,2,60.0,3,2,60.0,0,4,4,2.0,2.0,27,37,46,18
Sat Oct 23 2021,Atlanta Hawks,101,Cleveland Cavaliers,,95,101,october,2021-2022,2,3,40.0,3,2,60.0,1,4,5,2.0,1.0,21,44,35,30
Sat Oct 23 2021,Miami Heat,102,Indiana Pacers,OT,91,102,october,2021-2022,3,2,60.0,1,4,20.0,1,2,3,2.0,1.0,29,35,34,30
Sat Oct 23 2021,Dallas Mavericks,95,Toronto Raptors,,103,95,october,2021-2022,2,3,40.0,4,1,80.0,0,2,2,2.0,1.0,27,38,35,28
Sat Oct 23 2021,Detroit Pistons,97,Chicago Bulls,,82,97,october,2021-2022,3,2,60.0,2,3,40.0,4,0,4,3.0,1.0,28,37,19,45
Sat Oct 23 2021,New Orleans Pelicans,96,Minnesota Timberwolves,,89,96,october,2021-2022,2,3,40.0,3,2,60.0,2,2,4,1.0,3.0,21,44,28,37
Sat Oct 23 2021,Milwaukee Bucks,111,San Antonio Spurs,,121,111,october,2021-2022,4,1,80.0,4,1,80.0,1,1,2,2.0,1.0,32,32,40,25
Sat Oct 23 2021,Phoenix Suns,134,Portland Trail Blazers,,105,134,october,2021-2022,3,2,60.0,2,3,40.0,1,3,4,1.0,3.0,35,29,46,19
Sat Oct 23 2021,Memphis Grizzlies,114,Los Angeles Clippers,,120,114,october,2021-2022,4,1,80.0,2,3,40.0,0,4,4,3.0,2.0,43,22,33,30
Sun Oct 24 2021,Charlotte Hornets,95,Brooklyn Nets,,111,95,october,2021-2022,4,1,80.0,2,3,40.0,1,2,3,2.0,2.0,44,22,32,32
Sun Oct 24 2021,Boston Celtics,97,Houston Rockets,,107,97,october,2021-2022,2,3,40.0,1,4,20.0,0,2,2,2.0,2.0,17,48,34,32
Sun Oct 24 2021,Orlando Magic,104,New York Knicks,,110,104,october,2021-2022,1,4,20.0,3,2,60.0,2,2,4,2.0,2.0,37,28,19,46
Sun Oct 24 2021,Philadelphia 76ers,103,Oklahoma City Thunder,,115,103,october,2021-2022,4,1,80.0,1,4,20.0,0,2,2,2.0,2.0,21,44,43,22
Sun Oct 24 2021,Golden State Warriors,107,Sacramento Kings,,119,107,october,2021-2022,2,3,40.0,2,3,40.0,0,4,4,3.0,2.0,27,38,33,32
Sun Oct 24 2021,Memphis Grizzlies,121,Los Angeles Lakers,,118,121,october,2021-2022,2,3,40.0,2,3,40.0,1,3,4,1.0,2.0,36,29,34,30
Mon Oct 25 2021,Boston Celtics,129,Charlotte Hornets,OT,140,129,october,2021-2022,3,2,60.0,2,3,40.0,1,3,4,1.0,1.0,33,32,35,32
Mon Oct 25 2021,Milwaukee Bucks,109,Indiana Pacers,,119,109,october,2021-2022,2,3,40.0,4,1,80.0,0,4,4,2.0,2.0,30,35,41,25
Mon Oct 25 2021,Chicago Bulls,108,Toronto Raptors,,111,108,october,2021-2022,2,3,40.0,2,3,40.0,1,3,4,2.0,2.0,27,39,29,37
Mon Oct 25 2021,Orlando Magic,107,Miami Heat,,90,107,october,2021-2022,1,4,20.0,4,1,80.0,3,1,4,1.0,2.0,34,31,20,46
Mon Oct 25 2021,Washington Wizards,104,Brooklyn Nets,,90,104,october,2021-2022,3,2,60.0,2,3,40.0,2,2,4,3.0,1.0,44,23,31,34
Mon Oct 25 2021,Detroit Pistons,122,Atlanta Hawks,,104,122,october,2021-2022,4,1,80.0,2,3,40.0,1,2,3,2.0,2.0,35,31,19,46
Mon Oct 25 2021,New Orleans Pelicans,98,Minnesota Timberwolves,,107,98,october,2021-2022,1,4,20.0,4,1,80.0,2,2,4,2.0,2.0,22,44,28,38
Mon Oct 25 2021,Cleveland Cavaliers,87,Denver Nuggets,,99,87,october,2021-2022,1,4,20.0,1,4,20.0,0,2,2,2.0,3.0,44,21,22,44
Mon Oct 25 2021,Portland Trail Blazers,116,Los Angeles Clippers,,86,116,october,2021-2022,4,1,80.0,3,2,60.0,3,1,4,2.0,2.0,43,23,36,29
Tue Oct 26 2021,Philadelphia 76ers,112,New York Knicks,,99,112,october,2021-2022,1,4,20.0,2,3,40.0,2,2,4,2.0,2.0,37,29,44,22
Tue Oct 26 2021,Golden State Warriors,98,Oklahoma City Thunder,,106,98,october,2021-2022,3,2,60.0,3,2,60.0,0,3,3,2.0,2.0,21,45,34,32
Tue Oct 26 2021,Los Angeles Lakers,121,San Antonio Spurs,OT,125,121,october,2021-2022,3,2,60.0,1,4,20.0,2,2,4,2.0,3.0,32,33,37,29
Tue Oct 26 2021,Houston Rockets,116,Dallas Mavericks,,106,116,october,2021-2022,5,0,100.0,1,4,20.0,4,0,4,2.0,3.0,36,28,17,49
Tue Oct 26 2021,Denver Nuggets,122,Utah Jazz,,110,122,october,2021-2022,4,1,80.0,1,4,20.0,4,0,4,1.0,4.0,47,18,44,22
Wed Oct 27 2021,Charlotte Hornets,111,Orlando Magic,,120,111,october,2021-2022,4,1,80.0,3,2,60.0,1,3,4,2.0,2.0,20,47,33,33
Wed Oct 27 2021,Washington Wizards,107,Boston Celtics,,116,107,october,2021-2022,3,2,60.0,3,2,60.0,2,2,4,2.0,2.0,36,32,31,35
Wed Oct 27 2021,Miami Heat,93,Brooklyn Nets,,106,93,october,2021-2022,2,3,40.0,1,4,20.0,1,3,4,2.0,2.0,45,23,35,31
Wed Oct 27 2021,Indiana Pacers,118,Toronto Raptors,,100,118,october,2021-2022,2,3,40.0,2,3,40.0,3,1,4,2.0,2.0,27,40,30,36
Wed Oct 27 2021,Atlanta Hawks,99,New Orleans Pelicans,,102,99,october,2021-2022,4,1,80.0,3,2,60.0,1,1,2,2.0,2.0,29,38,36,31
Wed Oct 27 2021,Minnesota Timberwolves,108,Milwaukee Bucks,,113,108,october,2021-2022,4,1,80.0,1,4,20.0,0,2,2,2.0,2.0,42,25,22,45
Wed Oct 27 2021,Los Angeles Lakers,123,Oklahoma City Thunder,,115,123,october,2021-2022,2,3,40.0,1,4,20.0,2,2,4,1.0,1.0,21,46,38,29
Wed Oct 27 2021,Sacramento Kings,107,Phoenix Suns,,110,107,october,2021-2022,2,3,40.0,2,3,40.0,2,2,4,3.0,4.0,46,20,27,39
Wed Oct 27 2021,Memphis Grizzlies,116,Portland Trail Blazers,,96,116,october,2021-2022,3,2,60.0,2,3,40.0,3,1,4,3.0,2.0,36,30,34,31
Wed Oct 27 2021,Cleveland Cavaliers,79,Los Angeles Clippers,,92,79,october,2021-2022,3,2,60.0,2,3,40.0,0,2,2,2.0,2.0,44,23,23,44
Thu Oct 28 2021,Atlanta Hawks,122,Washington Wizards,,111,122,october,2021-2022,4,1,80.0,3,2,60.0,1,3,4,1.0,1.0,32,35,37,31
Thu Oct 28 2021,Detroit Pistons,110,Philadelphia 76ers,,102,110,october,2021-2022,3,2,60.0,2,3,40.0,3,1,4,3.0,2.0,44,23,19,47
Thu Oct 28 2021,Utah Jazz,91,Houston Rockets,,122,91,october,2021-2022,2,3,40.0,3,2,60.0,1,3,4,2.0,2.0,17,50,48,18
Thu Oct 28 2021,New York Knicks,103,Chicago Bulls,,104,103,october,2021-2022,2,3,40.0,1,4,20.0,2,2,4,2.0,3.0,30,37,38,29
Thu Oct 28 2021,San Antonio Spurs,104,Dallas Mavericks,,99,104,october,2021-2022,4,1,80.0,2,3,40.0,4,0,4,2.0,2.0,37,28,32,34
Thu Oct 28 2021,Memphis Grizzlies,101,Golden State Warriors,OT,104,101,october,2021-2022,4,1,80.0,3,2,60.0,1,3,4,1.0,2.0,35,32,34,32
Fri Oct 29 2021,Orlando Magic,110,Toronto Raptors,,109,110,october,2021-2022,1,4,20.0,3,2,60.0,2,1,3,2.0,2.0,28,40,20,48
Fri Oct 29 2021,Charlotte Hornets,114,Miami Heat,,99,114,october,2021-2022,2,3,40.0,3,2,60.0,4,0,4,2.0,2.0,36,31,34,33
Fri Oct 29 2021,Indiana Pacers,105,Brooklyn Nets,,98,105,october,2021-2022,2,3,40.0,3,2,60.0,3,0,3,2.0,2.0,45,24,30,37
Fri Oct 29 2021,Sacramento Kings,109,New Orleans Pelicans,,113,109,october,2021-2022,3,2,60.0,3,2,60.0,2,2,4,2.0,2.0,29,39,28,39
Fri Oct 29 2021,Dallas Mavericks,106,Denver Nuggets,,75,106,october,2021-2022,2,3,40.0,3,2,60.0,1,2,3,1.0,3.0,44,23,38,28
Fri Oct 29 2021,Los Angeles Clippers,111,Portland Trail Blazers,,92,111,october,2021-2022,2,3,40.0,2,3,40.0,1,3,4,2.0,2.0,37,30,44,24
Fri Oct 29 2021,Cleveland Cavaliers,113,Los Angeles Lakers,,101,113,october,2021-2022,2,3,40.0,3,2,60.0,2,0,2,2.0,2.0,38,30,24,44
Sat Oct 30 2021,Boston Celtics,115,Washington Wizards,2OT,112,115,october,2021-2022,3,2,60.0,3,2,60.0,2,2,4,3.0,2.0,33,35,36,33
Sat Oct 30 2021,Orlando Magic,110,Detroit Pistons,,103,110,october,2021-2022,3,2,60.0,3,2,60.0,3,1,4,1.0,2.0,19,48,20,49
Sat Oct 30 2021,New York Knicks,117,New Orleans Pelicans,,123,117,october,2021-2022,3,2,60.0,2,3,40.0,1,1,2,2.0,1.0,29,40,39,29
Sat Oct 30 2021,Toronto Raptors,94,Indiana Pacers,,97,94,october,2021-2022,3,2,60.0,1,4,20.0,1,3,4,1.0,1.0,30,38,29,40
Sat Oct 30 2021,Atlanta Hawks,122,Philadelphia 76ers,,94,122,october,2021-2022,3,2,60.0,3,2,60.0,2,1,3,2.0,2.0,45,23,37,32
Sat Oct 30 2021,Utah Jazz,107,Chicago Bulls,,99,107,october,2021-2022,2,3,40.0,3,2,60.0,1,1,2,2.0,2.0,30,38,49,18
Sat Oct 30 2021,Miami Heat,103,Memphis Grizzlies,,129,103,october,2021-2022,4,1,80.0,2,3,40.0,1,1,2,1.0,2.0,35,32,37,31
Sat Oct 30 2021,San Antonio Spurs,93,Milwaukee Bucks,,102,93,october,2021-2022,3,2,60.0,2,3,40.0,1,1,2,2.0,3.0,42,26,32,35
Sat Oct 30 2021,Oklahoma City Thunder,103,Golden State Warriors,,82,103,october,2021-2022,3,2,60.0,2,3,40.0,3,0,3,3.0,2.0,35,33,22,46
Sat Oct 30 2021,Denver Nuggets,91,Minnesota Timberwolves,,93,91,october,2021-2022,1,4,20.0,2,3,40.0,3,1,4,1.0,3.0,23,45,45,23
Sat Oct 30 2021,Cleveland Cavaliers,101,Phoenix Suns,,92,101,october,2021-2022,2,3,40.0,3,2,60.0,2,0,2,1.0,3.0,46,21,24,45
Sun Oct 31 2021,Sacramento Kings,105,Dallas Mavericks,,99,105,october,2021-2022,3,2,60.0,3,2,60.0,3,1,4,2.0,2.0,38,29,29,39
Sun Oct 31 2021,Portland Trail Blazers,125,Charlotte Hornets,,113,125,october,2021-2022,4,1,80.0,1,4,20.0,1,1,2,2.0,2.0,34,34,38,30
Sun Oct 31 2021,Utah Jazz,95,Milwaukee Bucks,,107,95,october,2021-2022,3,2,60.0,3,2,60.0,1,1,2,1.0,1.0,42,27,49,19
Sun Oct 31 2021,Detroit Pistons,117,Brooklyn Nets,,91,117,october,2021-2022,1,4,20.0,3,2,60.0,4,0,4,1.0,2.0,46,24,20,48
Sun Oct 31 2021,Houston Rockets,95,Los Angeles Lakers,,85,95,october,2021-2022,2,3,40.0,2,3,40.0,3,1,4,3.0,2.0,39,30,17,51
Mon Nov 1 2021,Cleveland Cavaliers,110,Charlotte Hornets,,113,110,november,2021-2022,3,2,60.0,4,1,80.0,2,2,4,2.0,1.0,35,34,24,46
Mon Nov 1 2021,San Antonio Spurs,131,Indiana Pacers,,118,131,november,2021-2022,2,3,40.0,3,2,60.0,2,0,2,2.0,2.0,30,39,33,35
Mon Nov 1 2021,Portland Trail Blazers,113,Philadelphia 76ers,,103,113,november,2021-2022,2,3,40.0,2,3,40.0,1,1,2,1.0,2.0,46,23,38,31
Mon Nov 1 2021,Washington Wizards,118,Atlanta Hawks,,111,118,november,2021-2022,4,1,80.0,2,3,40.0,3,1,4,2.0,2.0,37,33,34,35
Mon Nov 1 2021,Chicago Bulls,114,Boston Celtics,,128,114,november,2021-2022,3,2,60.0,1,4,20.0,2,1,3,2.0,2.0,36,34,31,38
Mon Nov 1 2021,Toronto Raptors,104,New York Knicks,,113,104,november,2021-2022,3,2,60.0,1,4,20.0,1,3,4,2.0,2.0,40,29,30,40
Mon Nov 1 2021,Denver Nuggets,106,Memphis Grizzlies,,97,106,november,2021-2022,4,1,80.0,2,3,40.0,3,1,4,2.0,2.0,35,33,46,23
Mon Nov 1 2021,Orlando Magic,97,Minnesota Timberwolves,,115,97,november,2021-2022,1,4,20.0,4,1,80.0,0,2,2,2.0,2.0,23,46,20,50
Mon Nov 1 2021,Oklahoma City Thunder,99,Los Angeles Clippers,,94,99,november,2021-2022,2,3,40.0,2,3,40.0,2,1,3,2.0,3.0,44,25,22,47
Tue Nov 2 2021,Milwaukee Bucks,89,Detroit Pistons,,117,89,november,2021-2022,4,1,80.0,2,3,40.0,1,3,4,2.0,2.0,20,49,42,28
Tue Nov 2 2021,Miami Heat,110,Dallas Mavericks,,125,110,november,2021-2022,2,3,40.0,3,2,60.0,1,1,2,3.0,2.0,39,29,38,31
Tue Nov 2 2021,Sacramento Kings,119,Utah Jazz,,113,119,november,2021-2022,4,1,80.0,3,2,60.0,4,0,4,2.0,2.0,50,19,29,40
Tue Nov 2 2021,New Orleans Pelicans,112,Phoenix Suns,,100,112,november,2021-2022,2,3,40.0,2,3,40.0,7,3,10,3.0,3.0,47,21,29,41
Tue Nov 2 2021,Houston Rockets,119,Los Angeles Lakers,,117,119,november,2021-2022,2,3,40.0,2,3,40.0,3,1,4,2.0,2.0,40,30,17,52
Wed Nov 3 2021,Portland Trail Blazers,107,Cleveland Cavaliers,,104,107,november,2021-2022,5,0,100.0,3,2,60.0,2,0,2,2.0,2.0,25,46,38,32
Wed Nov 3 2021,New York Knicks,111,Indiana Pacers,,98,111,november,2021-2022,2,3,40.0,2,3,40.0,2,2,4,2.0,2.0,31,39,40,30
Wed Nov 3 2021,Boston Celtics,79,Orlando Magic,,92,79,november,2021-2022,4,1,80.0,3,2,60.0,0,3,3,2.0,2.0,21,50,36,35
Wed Nov 3 2021,Chicago Bulls,103,Philadelphia 76ers,,98,103,november,2021-2022,2,3,40.0,2,3,40.0,4,0,4,2.0,2.0,47,23,32,38
Wed Nov 3 2021,Toronto Raptors,100,Washington Wizards,,109,100,november,2021-2022,3,2,60.0,2,3,40.0,1,3,4,2.0,2.0,34,36,31,40
Wed Nov 3 2021,Atlanta Hawks,117,Brooklyn Nets,,108,117,november,2021-2022,0,5,0.0,3,2,60.0,2,1,3,2.0,3.0,47,24,38,33
Wed Nov 3 2021,Denver Nuggets,108,Memphis Grizzlies,,106,108,november,2021-2022,3,2,60.0,3,2,60.0,3,1,4,2.0,2.0,36,33,46,24
Wed Nov 3 2021,Los Angeles Clippers,115,Minnesota Timberwolves,,126,115,november,2021-2022,1,4,20.0,1,4,20.0,2,3,5,2.0,2.0,23,47,45,25
Wed Nov 3 2021,Dallas Mavericks,108,San Antonio Spurs,,109,108,november,2021-2022,3,2,60.0,1,4,20.0,0,4,4,1.0,2.0,33,36,39,30
Wed Nov 3 2021,Charlotte Hornets,114,Golden State Warriors,,92,114,november,2021-2022,2,3,40.0,2,3,40.0,1,1,2,2.0,4.0,36,33,35,35
Wed Nov 3 2021,New Orleans Pelicans,112,Sacramento Kings,,99,112,november,2021-2022,4,1,80.0,2,3,40.0,2,2,4,1.0,1.0,29,41,29,42
Thu Nov 4 2021,Philadelphia 76ers,98,Detroit Pistons,,109,98,november,2021-2022,3,2,60.0,1,4,20.0,1,3,4,1.0,2.0,20,50,48,23
Thu Nov 4 2021,Utah Jazz,98,Atlanta Hawks,,116,98,november,2021-2022,4,1,80.0,3,2,60.0,0,2,2,2.0,1.0,38,34,51,19
Thu Nov 4 2021,Boston Celtics,78,Miami Heat,,95,78,november,2021-2022,3,2,60.0,3,2,60.0,1,2,3,1.0,2.0,39,31,37,35
Thu Nov 4 2021,Houston Rockets,123,Phoenix Suns,,111,123,november,2021-2022,2,3,40.0,3,2,60.0,4,0,4,2.0,2.0,48,21,17,53
Thu Nov 4 2021,Oklahoma City Thunder,104,Los Angeles Lakers,,107,104,november,2021-2022,2,3,40.0,2,3,40.0,2,2,4,3.0,2.0,41,30,22,48
Fri Nov 5 2021,Brooklyn Nets,90,Detroit Pistons,,96,90,november,2021-2022,2,3,40.0,0,5,0.0,0,4,4,2.0,1.0,20,51,48,24
Fri Nov 5 2021,San Antonio Spurs,89,Orlando Magic,,102,89,november,2021-2022,3,2,60.0,3,2,60.0,0,2,2,2.0,2.0,21,51,33,37
Fri Nov 5 2021,Memphis Grizzlies,115,Washington Wizards,,87,115,november,2021-2022,2,3,40.0,2,3,40.0,1,1,2,2.0,2.0,34,37,37,33
Fri Nov 5 2021,New York Knicks,98,Milwaukee Bucks,,113,98,november,2021-2022,2,3,40.0,3,2,60.0,3,1,4,2.0,3.0,43,28,40,31
Fri Nov 5 2021,Cleveland Cavaliers,101,Toronto Raptors,,102,101,november,2021-2022,3,2,60.0,4,1,80.0,1,3,4,2.0,2.0,32,40,26,46
Fri Nov 5 2021,Los Angeles Clippers,84,Minnesota Timberwolves,,104,84,november,2021-2022,1,4,20.0,2,3,40.0,2,3,5,2.0,2.0,23,48,46,25
Fri Nov 5 2021,New Orleans Pelicans,126,Golden State Warriors,,85,126,november,2021-2022,2,3,40.0,2,3,40.0,2,1,3,2.0,2.0,37,33,29,43
Fri Nov 5 2021,Indiana Pacers,110,Portland Trail Blazers,,106,110,november,2021-2022,3,2,60.0,2,3,40.0,1,1,2,2.0,2.0,38,33,32,39
Fri Nov 5 2021,Charlotte Hornets,140,Sacramento Kings,,110,140,november,2021-2022,4,1,80.0,3,2,60.0,1,1,2,2.0,2.0,30,41,35,36
Sat Nov 6 2021,Houston Rockets,95,Denver Nuggets,,94,95,november,2021-2022,4,1,80.0,4,1,80.0,3,0,3,2.0,3.0,46,25,17,54
Sat Nov 6 2021,Utah Jazz,118,Miami Heat,,115,118,november,2021-2022,3,2,60.0,4,1,80.0,2,0,2,2.0,2.0,39,32,52,19
Sat Nov 6 2021,Philadelphia 76ers,105,Chicago Bulls,,114,105,november,2021-2022,3,2,60.0,1,4,20.0,0,4,4,2.0,3.0,32,39,49,23
Sat Nov 6 2021,Boston Celtics,107,Dallas Mavericks,,104,107,november,2021-2022,2,3,40.0,3,2,60.0,2,0,2,2.0,3.0,40,30,38,35
Sat Nov 6 2021,Atlanta Hawks,121,Phoenix Suns,,117,121,november,2021-2022,1,4,20.0,3,2,60.0,1,1,2,2.0,2.0,49,21,38,35
Sat Nov 6 2021,Los Angeles Lakers,105,Portland Trail Blazers,,90,105,november,2021-2022,3,2,60.0,1,4,20.0,2,2,4,2.0,1.0,39,33,41,31
Sun Nov 7 2021,Brooklyn Nets,103,Toronto Raptors,,116,103,november,2021-2022,3,2,60.0,1,4,20.0,2,2,4,2.0,2.0,32,41,49,24
Sun Nov 7 2021,Cleveland Cavaliers,109,New York Knicks,,126,109,november,2021-2022,4,1,80.0,4,1,80.0,0,3,3,2.0,2.0,41,31,27,46
Sun Nov 7 2021,Utah Jazz,107,Orlando Magic,,100,107,november,2021-2022,3,2,60.0,4,1,80.0,1,1,2,1.0,2.0,21,52,52,20
Sun Nov 7 2021,Indiana Pacers,91,Sacramento Kings,,94,91,november,2021-2022,3,2,60.0,2,3,40.0,1,1,2,2.0,2.0,31,41,32,40
Sun Nov 7 2021,Milwaukee Bucks,101,Washington Wizards,,94,101,november,2021-2022,1,4,20.0,1,4,20.0,1,2,3,2.0,2.0,35,37,43,29
Sun Nov 7 2021,San Antonio Spurs,99,Oklahoma City Thunder,,94,99,november,2021-2022,3,2,60.0,4,1,80.0,1,3,4,2.0,3.0,23,48,34,37
Sun Nov 7 2021,Houston Rockets,120,Golden State Warriors,,107,120,november,2021-2022,1,4,20.0,4,1,80.0,3,0,3,1.0,2.0,38,33,17,55
Sun Nov 7 2021,Charlotte Hornets,120,Los Angeles Clippers,,106,120,november,2021-2022,3,2,60.0,3,2,60.0,2,0,2,2.0,2.0,47,25,35,37
Mon Nov 8 2021,New York Knicks,96,Philadelphia 76ers,,103,96,november,2021-2022,2,3,40.0,3,2,60.0,2,2,4,1.0,2.0,50,23,41,32
Mon Nov 8 2021,Brooklyn Nets,118,Chicago Bulls,,95,118,november,2021-2022,2,3,40.0,2,3,40.0,2,1,3,1.0,2.0,32,40,50,24
Mon Nov 8 2021,Minnesota Timberwolves,125,Memphis Grizzlies,OT,118,125,november,2021-2022,2,3,40.0,1,4,20.0,6,4,10,3.0,3.0,37,34,23,49
Mon Nov 8 2021,New Orleans Pelicans,108,Dallas Mavericks,,92,108,november,2021-2022,2,3,40.0,3,2,60.0,3,1,4,3.0,2.0,41,30,29,44
Mon Nov 8 2021,Miami Heat,113,Denver Nuggets,,96,113,november,2021-2022,3,2,60.0,2,3,40.0,2,0,2,2.0,2.0,47,25,40,32
Mon Nov 8 2021,Atlanta Hawks,127,Golden State Warriors,,113,127,november,2021-2022,0,5,0.0,3,2,60.0,1,1,2,2.0,1.0,39,33,38,36
Mon Nov 8 2021,Phoenix Suns,104,Sacramento Kings,,109,104,november,2021-2022,2,3,40.0,0,5,0.0,2,2,4,2.0,1.0,31,42,50,21
Mon Nov 8 2021,Charlotte Hornets,126,Los Angeles Lakers,OT,123,126,november,2021-2022,1,4,20.0,3,2,60.0,1,1,2,1.0,2.0,41,32,35,38
Tue Nov 9 2021,Milwaukee Bucks,109,Philadelphia 76ers,,118,109,november,2021-2022,2,3,40.0,2,3,40.0,1,2,3,2.0,1.0,50,24,43,30
Tue Nov 9 2021,Atlanta Hawks,110,Utah Jazz,,98,110,november,2021-2022,4,1,80.0,3,2,60.0,2,0,2,1.0,2.0,52,21,38,37
Tue Nov 9 2021,Portland Trail Blazers,117,Los Angeles Clippers,,109,117,november,2021-2022,3,2,60.0,3,2,60.0,3,1,4,3.0,2.0,48,25,40,33
Wed Nov 10 2021,Washington Wizards,94,Cleveland Cavaliers,,97,94,november,2021-2022,4,1,80.0,1,4,20.0,2,2,4,3.0,3.0,28,46,36,37
Wed Nov 10 2021,Brooklyn Nets,90,Orlando Magic,,123,90,november,2021-2022,2,3,40.0,3,2,60.0,1,3,4,2.0,3.0,22,52,50,25
Wed Nov 10 2021,Toronto Raptors,104,Boston Celtics,,88,104,november,2021-2022,4,1,80.0,3,2,60.0,2,2,4,3.0,4.0,38,36,32,42
Wed Nov 10 2021,Detroit Pistons,104,Houston Rockets,,112,104,november,2021-2022,5,0,100.0,1,4,20.0,1,1,2,5.0,3.0,17,56,20,52
